,,Jan/Feb 2001,,,,Pin Frame Data Cover,,,,,,,,,,,,,,,,,,,,,,,,,
,,S - C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,bare,
1,A,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,
1,B,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,
1,C,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,
1,D,,,2,2,,,,,4,,,,,,,,,,,,,,,,,,,,4,
1,E,,,,2,3,,2,,,,,,,,,,,,,,,,,,,,,,3,
1,F,,,3,4,,,,,1,,,,,,,,,,,,,,,,,,,,3,
1,G,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,4,
1,H,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,7,
1,I,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,
1,J,,,1,4,,4,2,,,,,,,,,,,,,,,,,,,,,,3,
2,J,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,5,
2,I,,,,,4,,,,,,,,5,,,,,,,,,,,,,,,1,2,
2,H,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,4,
2,G,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,4,
2,F,,,,5,,,6,,,,,,,,,,,,,,,,,,,,,,1,
2,E,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,6,
2,D,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,3,
2,C,,,,,6,,,,,,,,1,,,,,,,,,,,,,,,,4,
2,B,,,,6,,2,,,,,,,1,,,,,,,,,,,,,,,1,3,
2,A,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,5,
3,A,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,1,
3,B,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,2,
3,C,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,6,
3,D,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,2,
3,E,,,2,5,,3,,,,,,,,,,,,,,,,,,,,,,,2,
3,F,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,3,
3,G,,,,,6,,,,,,,,,,,,,,2,,,,,,,,,,4,
3,H,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
3,I,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,6,
3,J,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,7,
4,J,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,6,
4,I,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,
4,H,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,
4,G,,,,,8,,,,,,,,,1,,,,,,,,,,,,,,,1,
4,F,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,
4,E,,,,2,4,,1,,4,,,,1,,,,,,,,,,,,,,,,1,
4,D,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,5,
4,C,,,2,4,,1,,,,1,,,,,,,,,,,,,,,,,,,2,
4,B,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,4,
4,A,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,4,
5,A,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,
5,B,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,
5,C,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,4,
5,D,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,7,
5,E,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,5,
5,F,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,5,
5,G,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,3,
5,H,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,4,
5,I,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,
5,J,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,7,
6,J,,,,4,,,,,,,,,,1,,,,,,,,,,,,,,,6,
6,I,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,
6,H,,,,,6,,,,,,,,2,,,,,,,,,,,,,,,,2,
6,G,,,3,,4,,,,,,,,3,,1,,,,,,,,,,,,,,3,
6,F,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,4,
6,E,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,5,
6,D,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,5,
6,C,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4,
6,B,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,5,
6,A,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,6,
7,A,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,1,4,
7,B,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,8,
7,C,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,6,
7,D,,,,2,,2,1,,,,,,,,,,,,,,,,,,,,,,5,
7,E,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,8,
7,F,,,,,7,,,,,1,,,,,,,,,,,,,,,,,,,2,
7,G,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,1,6,
7,H,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,4,
7,I,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,
7,J,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,6,
8,J,,,,,1,4,,,2,,,,1,,,,,,,,,,,,,,,,3,
8,I,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,1,4,
8,H,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,8,
8,G,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,3,
8,F,,,,3,,3,1,,,,,,,,,,,,,,,,,,,,,,3,
8,E,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,6,
8,D,,,2,,2,,1,,,,,,,,,,,,,,,,,,,,,1,5,
8,C,,,3,,4,,2,,,,,,,,,,,,1,,,,,,,,,,1,
8,B,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,,4,
8,A,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,3,
9,A,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,6,
9,B,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,5,
9,C,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,
9,D,,,2,,,,5,,,,,,,,,,,,,,,,,,,,,,3,
9,E,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,6,
9,F,,,,,6,,,,,,,,1,,,,,,1,,,,,,,,,,4,
9,G,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,2,
9,H,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,1,4,
9,I,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,
9,J,,,1,,2,1,,,,,,,1,,,,,,,,,,,,,,,,6,
10,J,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,
10,I,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,5,
10,H,,,1,,,3,1,,,,,,,,,,,,,,,,,,,,,2,3,
10,G,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,4,
10,F,,,,,6,,,,,,,,,,,,,,3,,,,,,,,,,2,
10,E,,,,,7,,,,,,,,1,,,,,,,,,,,,,,,1,1,
10,D,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,7,
10,C,,,3,1,2,,,,1,,,,,,,,,,,,,,,,,,,,5,
10,B,,,5,,,,,,,2,,,,,,,,,,,,,,,,,,,3,
10,A,,,,,,,1,0,,,0,0,2,,1,0,0,0,,0,0,0,0,0,0,0,,,6,
,,,,105,107,225,38,50,0,15,4,0,0,42,4,2,0,0,0,13,0,0,0,0,0,0,0,1,17,425,
Mean,,,,10.5,10.7,22.5,3.8,5,0,1.5,0.4,0,0,4.2,0.4,0.2,0,0,0,1.3,0,0,0,0,0,0,0,0.1,1.7,42.5,104.8
Rel. Cov.,,,,10.01908397,10.20992366,21.46946565,3.625954198,4.770992366,0,1.43129771,0.381679389,0,0,4.007633588,0.381679389,0.190839695,0,0,0,1.240458015,0,0,0,0,0,0,0,0.095419847,1.622137405,40.55343511,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,S - C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,Lipia,
1,A,Y,Y,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,
1,B,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
1,C,Y,N,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1,D,Y,Y,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,1,,
1,E,Y,Y,1,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,
1,F,Y,Y,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
1,G,Y,Y,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1,H,Y,N,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,
1,I,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
1,J,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2,J,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
2,I,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
2,H,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
2,G,Y,N,1,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
2,F,Y,N,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
2,E,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,D,Y,N,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,C,Y,N,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
2,B,Y,Y,,1,1,1,,,,,,,1,,,,,,1,,,,,,,,,1,,
2,A,Y,N,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
3,A,Y,Y,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
3,B,Y,Y,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
3,C,Y,Y,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,D,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
3,F,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
3,G,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
3,H,Y,Y,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
3,I,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
3,J,Y,N,1,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,
4,J,Y,N,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,
4,I,Y,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
4,H,Y,Y,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,
4,G,Y,Y,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
4,F,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
4,E,Y,N,,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,
4,D,Y,N,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
4,C,Y,N,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,
4,B,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
4,A,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
5,A,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
5,B,Y,N,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
5,C,Y,N,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,
5,D,Y,N,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,
5,E,Y,N,,1,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,,
5,F,Y,N,,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,
5,G,Y,N,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,
5,H,Y,Y,,1,1,,,,,,,,1,,,,,,1,,,,,,,,1,,,
5,I,Y,Y,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
5,J,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
6,J,Y,N,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,
6,I,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
6,H,Y,N,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,
6,G,Y,N,1,,1,1,,,,,,,1,,1,,,,,,,,,,,,,1,,
6,F,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,
6,E,Y,N,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,
6,D,Y,N,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,
6,C,Y,N,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
6,B,Y,N,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
6,A,Y,Y,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
7,A,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
7,B,Y,Y,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
7,C,Y,Y,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
7,D,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,
7,E,Y,N,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,
7,F,Y,N,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,
7,G,Y,N,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,1,,
7,H,Y,N,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,
7,I,Y,N,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,1,,
7,J,Y,Y,,1,,1,,,,,,,,1,,,,,1,,,,,,,,,1,,
8,J,Y,N,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,
8,I,Y,N,,,1,,1,,,,,,1,1,,,,,,,,,,,,,,1,,
8,H,Y,N,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,
8,G,Y,N,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
8,F,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
8,E,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,
8,D,Y,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,
8,C,Y,N,1,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,
8,B,Y,N,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,
8,A,Y,N,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,A,Y,N,,,1,,1,1,,,,,,,,,,,,,,1,,,,,,,,
9,B,Y,N,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,
9,C,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9,D,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,
9,E,Y,N,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,
9,F,Y,N,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,
9,G,Y,N,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
9,H,Y,N,,,1,,,,,,,,1,,,,,,1,,,,,,,,,1,,
9,I,Y,N,,,1,,,,,,,,1,,,,,,1,,,,,,,,,1,,
9,J,Y,N,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,1,,
10,J,Y,N,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,1,,
10,I,Y,N,,1,,1,,,,,,,1,,,,,,1,,,,,,,,,1,,
10,H,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,
10,G,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,
10,F,Y,N,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,
10,E,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,
10,D,Y,N,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
10,C,Y,N,1,1,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,
10,B,Y,N,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
10,A,Y,N,,,1,,1,,,,,,1,,1,,,,,,,,,,,,,,,
,,% freq.,,41,38,69,34,44,11,12,5,0,1,37,7,2,0,0,0,19,0,0,1,0,0,0,0,1,43,0,
